year,month,brand,model,row_type,drivetrain,count_month,count_ytd,share_pct
2026,6,MERCEDES,,brand_total,hybrid_excl_plugin,10084,57590,13.5
2026,6,MERCEDES,,brand_total,petrol_hybrid_excl_plugin,5505,33512,9.7
2026,6,MERCEDES,,brand_total,diesel_hybrid_excl_plugin,4579,24078,30.4
2026,6,MERCEDES,,brand_total,plugin_hybrid,3297,18737,11.4
2026,6,MERCEDES,,brand_total,petrol_plugin_hybrid,1646,9284,6
2026,6,MERCEDES,,brand_total,diesel_plugin_hybrid,1651,9453,100
2026,6,MERCEDES,,brand_total,bev,5930,26133,7.1
2026,6,MERCEDES,,brand_total,awd,11275,56728,15.7
2026,6,MERCEDES,,brand_total,cabriolet,639,3351,16.6
2026,6,MG ROEWE,3,model,total,910,3961,24.5
2026,6,MG ROEWE,3,model,hybrid_incl_plugin,837,3165,29.5
2026,6,MG ROEWE,3,model,petrol_hybrid_incl_plugin,837,3165,29.5
2026,6,MG ROEWE,3,model,hybrid_excl_plugin,837,3165,36.8
2026,6,MG ROEWE,3,model,petrol_hybrid_excl_plugin,837,3165,36.8
2026,6,MG ROEWE,4,model,total,728,1543,9.6
2026,6,MG ROEWE,4,model,bev,728,1543,41.3
2026,6,MG ROEWE,4,model,awd,,2,0.5
2026,6,MG ROEWE,5,model,total,,1,0
2026,6,MG ROEWE,5,model,bev,,1,0
2026,6,MG ROEWE,CYBERSTER,model,total,23,216,1.3
2026,6,MG ROEWE,CYBERSTER,model,bev,23,216,5.8
2026,6,MG ROEWE,CYBERSTER,model,awd,16,157,41.5
2026,6,MG ROEWE,CYBERSTER,model,cabriolet,23,216,100
2026,6,MG ROEWE,IM5,model,total,4,4,0
2026,6,MG ROEWE,IM5,model,bev,4,4,0.1
2026,6,MG ROEWE,IM5,model,awd,2,2,0.5
2026,6,MG ROEWE,IM6,model,total,24,24,0.1
2026,6,MG ROEWE,IM6,model,bev,24,24,0.6
2026,6,MG ROEWE,IM6,model,awd,14,14,3.7
2026,6,MG ROEWE,RX6,model,total,592,2988,18.5
2026,6,MG ROEWE,RX6,model,hybrid_incl_plugin,589,2978,27.8
2026,6,MG ROEWE,RX6,model,petrol_hybrid_incl_plugin,589,2978,27.8
2026,6,MG ROEWE,RX6,model,hybrid_excl_plugin,227,1037,12.1
2026,6,MG ROEWE,RX6,model,petrol_hybrid_excl_plugin,227,1037,12.1
2026,6,MG ROEWE,RX6,model,plugin_hybrid,362,1941,91.4
2026,6,MG ROEWE,RX6,model,petrol_plugin_hybrid,362,1941,91.4
2026,6,MG ROEWE,S5,model,total,209,1405,8.7
2026,6,MG ROEWE,S5,model,bev,209,1405,37.6
2026,6,MG ROEWE,S6,model,total,119,538,3.3
2026,6,MG ROEWE,S6,model,bev,119,538,14.4
2026,6,MG ROEWE,S6,model,awd,26,203,53.7
2026,6,MG ROEWE,S9,model,total,51,182,1.1
2026,6,MG ROEWE,S9,model,hybrid_incl_plugin,51,182,1.7
2026,6,MG ROEWE,S9,model,petrol_hybrid_incl_plugin,51,182,1.7
2026,6,MG ROEWE,S9,model,plugin_hybrid,51,182,8.6
2026,6,MG ROEWE,S9,model,petrol_plugin_hybrid,51,182,8.6
2026,6,MG ROEWE,ZS,model,total,1314,5281,32.7
2026,6,MG ROEWE,ZS,model,hybrid_incl_plugin,1280,4399,41
2026,6,MG ROEWE,ZS,model,petrol_hybrid_incl_plugin,1280,4399,41
2026,6,MG ROEWE,ZS,model,hybrid_excl_plugin,1280,4399,51.1
2026,6,MG ROEWE,ZS,model,petrol_hybrid_excl_plugin,1280,4399,51.1
2026,6,MG ROEWE,SONSTIGE,model,total,,9,0.1
2026,6,MG ROEWE,SONSTIGE,model,bev,,9,0.2
2026,6,MG ROEWE,,brand_total,total,3974,16152,1.1
2026,6,MG ROEWE,,brand_total,hybrid_incl_plugin,2757,10724,1.8
2026,6,MG ROEWE,,brand_total,petrol_hybrid_incl_plugin,2757,10724,2.1
2026,6,MG ROEWE,,brand_total,hybrid_excl_plugin,2344,8601,2
2026,6,MG ROEWE,,brand_total,petrol_hybrid_excl_plugin,2344,8601,2.5
2026,6,MG ROEWE,,brand_total,plugin_hybrid,413,2123,1.3
2026,6,MG ROEWE,,brand_total,petrol_plugin_hybrid,413,2123,1.4
2026,6,MG ROEWE,,brand_total,bev,1107,3740,1
2026,6,MG ROEWE,,brand_total,awd,58,378,0.1
2026,6,MG ROEWE,,brand_total,cabriolet,23,216,1.1
2026,6,MINI,MINI,model,total,4936,21171,100
2026,6,MINI,MINI,model,diesel,,4,100
2026,6,MINI,MINI,model,hybrid_incl_plugin,344,1818,100
2026,6,MINI,MINI,model,petrol_hybrid_incl_plugin,301,1544,100
2026,6,MINI,MINI,model,diesel_hybrid_incl_plugin,43,274,100
2026,6,MINI,MINI,model,hybrid_excl_plugin,344,1818,100
2026,6,MINI,MINI,model,petrol_hybrid_excl_plugin,301,1544,100
2026,6,MINI,MINI,model,diesel_hybrid_excl_plugin,43,274,100
2026,6,MINI,MINI,model,bev,2327,8750,100
2026,6,MINI,MINI,model,awd,419,1840,100
2026,6,MINI,MINI,model,cabriolet,943,4280,100
2026,6,MINI,,brand_total,total,4936,21171,1.4
2026,6,MINI,,brand_total,diesel,,4,0
2026,6,MINI,,brand_total,hybrid_incl_plugin,344,1818,0.3
2026,6,MINI,,brand_total,petrol_hybrid_incl_plugin,301,1544,0.3
2026,6,MINI,,brand_total,diesel_hybrid_incl_plugin,43,274,0.3
2026,6,MINI,,brand_total,hybrid_excl_plugin,344,1818,0.4
2026,6,MINI,,brand_total,petrol_hybrid_excl_plugin,301,1544,0.4
2026,6,MINI,,brand_total,diesel_hybrid_excl_plugin,43,274,0.3
2026,6,MINI,,brand_total,bev,2327,8750,2.4
2026,6,MINI,,brand_total,awd,419,1840,0.5
2026,6,MINI,,brand_total,cabriolet,943,4280,21.3
2026,6,MITSUBISHI,ASX,model,total,938,2137,30.9
2026,6,MITSUBISHI,ASX,model,hybrid_incl_plugin,558,1341,26.3
2026,6,MITSUBISHI,ASX,model,petrol_hybrid_incl_plugin,558,1341,26.3
2026,6,MITSUBISHI,ASX,model,hybrid_excl_plugin,558,1341,41.2
2026,6,MITSUBISHI,ASX,model,petrol_hybrid_excl_plugin,558,1341,41.2
2026,6,MITSUBISHI,COLT,model,total,58,285,4.1
2026,6,MITSUBISHI,COLT,model,hybrid_incl_plugin,18,95,1.9
2026,6,MITSUBISHI,COLT,model,petrol_hybrid_incl_plugin,18,95,1.9
2026,6,MITSUBISHI,COLT,model,hybrid_excl_plugin,18,95,2.9
2026,6,MITSUBISHI,COLT,model,petrol_hybrid_excl_plugin,18,95,2.9
2026,6,MITSUBISHI,ECLIPSE CROSS,model,total,211,828,12
2026,6,MITSUBISHI,ECLIPSE CROSS,model,bev,211,828,100
2026,6,MITSUBISHI,GRANDIS,model,total,611,1817,26.3
2026,6,MITSUBISHI,GRANDIS,model,hybrid_incl_plugin,611,1817,35.7
2026,6,MITSUBISHI,GRANDIS,model,petrol_hybrid_incl_plugin,611,1817,35.7
2026,6,MITSUBISHI,GRANDIS,model,hybrid_excl_plugin,611,1817,55.9
2026,6,MITSUBISHI,GRANDIS,model,petrol_hybrid_excl_plugin,611,1817,55.9
2026,6,MITSUBISHI,"MIRAGE, SPACE STAR",model,total,1,1,0
2026,6,MITSUBISHI,OUTLANDER,model,total,340,1836,26.6
2026,6,MITSUBISHI,OUTLANDER,model,hybrid_incl_plugin,340,1836,36.1
2026,6,MITSUBISHI,OUTLANDER,model,petrol_hybrid_incl_plugin,340,1836,36.1
2026,6,MITSUBISHI,OUTLANDER,model,plugin_hybrid,340,1836,99.9
2026,6,MITSUBISHI,OUTLANDER,model,petrol_plugin_hybrid,340,1836,99.9
2026,6,MITSUBISHI,OUTLANDER,model,awd,340,1836,99.8
2026,6,MITSUBISHI,SONSTIGE,model,total,1,8,0.1
2026,6,MITSUBISHI,SONSTIGE,model,diesel,1,6,100
2026,6,MITSUBISHI,SONSTIGE,model,hybrid_incl_plugin,,2,0
2026,6,MITSUBISHI,SONSTIGE,model,petrol_hybrid_incl_plugin,,2,0
2026,6,MITSUBISHI,SONSTIGE,model,plugin_hybrid,,2,0.1
2026,6,MITSUBISHI,SONSTIGE,model,petrol_plugin_hybrid,,2,0.1
2026,6,MITSUBISHI,SONSTIGE,model,awd,,3,0.2
2026,6,MITSUBISHI,,brand_total,total,2160,6912,0.5
2026,6,MITSUBISHI,,brand_total,diesel,1,6,0
2026,6,MITSUBISHI,,brand_total,hybrid_incl_plugin,1527,5091,0.9
2026,6,MITSUBISHI,,brand_total,petrol_hybrid_incl_plugin,1527,5091,1
2026,6,MITSUBISHI,,brand_total,hybrid_excl_plugin,1187,3253,0.8
2026,6,MITSUBISHI,,brand_total,petrol_hybrid_excl_plugin,1187,3253,0.9
2026,6,MITSUBISHI,,brand_total,plugin_hybrid,340,1838,1.1
2026,6,MITSUBISHI,,brand_total,petrol_plugin_hybrid,340,1838,1.2
2026,6,MITSUBISHI,,brand_total,bev,211,828,0.2
2026,6,MITSUBISHI,,brand_total,awd,340,1839,0.5
2026,6,MORGAN,SONSTIGE,model,total,7,47,100
2026,6,MORGAN,SONSTIGE,model,cabriolet,7,46,100
2026,6,MORGAN,,brand_total,total,7,47,0
2026,6,MORGAN,,brand_total,cabriolet,7,46,0.2
2026,6,NIO,EL6,model,total,1,3,20
2026,6,NIO,EL6,model,bev,1,3,20
2026,6,NIO,EL6,model,awd,1,3,30
2026,6,NIO,ES8,model,total,,2,13.3
2026,6,NIO,ES8,model,bev,,2,13.3
2026,6,NIO,ES8,model,awd,,2,20
2026,6,NIO,ET5,model,total,1,6,40
2026,6,NIO,ET5,model,bev,1,6,40
2026,6,NIO,ET5,model,awd,1,5,50
2026,6,NIO,FIREFLY,model,total,1,4,26.7
2026,6,NIO,FIREFLY,model,bev,1,4,26.7
2026,6,NIO,,brand_total,total,3,15,0
2026,6,NIO,,brand_total,bev,3,15,0
2026,6,NIO,,brand_total,awd,2,10,0
2026,6,NISSAN,ARIYA,model,total,16,170,1
2026,6,NISSAN,ARIYA,model,bev,16,170,7.3
2026,6,NISSAN,ARIYA,model,awd,2,23,2.2
2026,6,NISSAN,INTERSTAR,model,total,1,7,0
2026,6,NISSAN,INTERSTAR,model,diesel,1,6,0.5
2026,6,NISSAN,INTERSTAR,model,bev,,1,0
2026,6,NISSAN,JUKE,model,total,405,1966,11.7
2026,6,NISSAN,JUKE,model,hybrid_incl_plugin,175,900,8
2026,6,NISSAN,JUKE,model,petrol_hybrid_incl_plugin,175,900,8
2026,6,NISSAN,JUKE,model,hybrid_excl_plugin,175,900,8
2026,6,NISSAN,JUKE,model,petrol_hybrid_excl_plugin,175,900,8
2026,6,NISSAN,LEAF,model,total,49,50,0.3
2026,6,NISSAN,LEAF,model,bev,49,50,2.1
2026,6,NISSAN,MICRA,model,total,589,2030,12.1
2026,6,NISSAN,MICRA,model,bev,589,2030,86.9
2026,6,NISSAN,PRIMASTAR,model,total,232,1170,7
2026,6,NISSAN,PRIMASTAR,model,diesel,232,1169,99.3
2026,6,NISSAN,PRIMASTAR,model,awd,,1,0.1
2026,6,NISSAN,QASHQAI,model,total,1285,7499,44.8
2026,6,NISSAN,QASHQAI,model,hybrid_incl_plugin,1283,7493,66.9
2026,6,NISSAN,QASHQAI,model,petrol_hybrid_incl_plugin,1283,7493,66.9
2026,6,NISSAN,QASHQAI,model,hybrid_excl_plugin,1283,7493,66.9
2026,6,NISSAN,QASHQAI,model,petrol_hybrid_excl_plugin,1283,7493,66.9
2026,6,NISSAN,QASHQAI,model,awd,37,199,18.8
2026,6,NISSAN,TOWNSTAR,model,total,182,1039,6.2
2026,6,NISSAN,TOWNSTAR,model,bev,16,84,3.6
2026,6,NISSAN,X-TRAIL,model,total,325,2799,16.7
2026,6,NISSAN,X-TRAIL,model,hybrid_incl_plugin,325,2799,25
2026,6,NISSAN,X-TRAIL,model,petrol_hybrid_incl_plugin,325,2799,25
2026,6,NISSAN,X-TRAIL,model,hybrid_excl_plugin,325,2799,25
2026,6,NISSAN,X-TRAIL,model,petrol_hybrid_excl_plugin,325,2799,25
2026,6,NISSAN,X-TRAIL,model,awd,56,833,78.7
2026,6,NISSAN,SONSTIGE,model,total,,12,0.1
2026,6,NISSAN,SONSTIGE,model,diesel,,2,0.2
2026,6,NISSAN,SONSTIGE,model,awd,,2,0.2
2026,6,NISSAN,,brand_total,total,3084,16742,1.1
2026,6,NISSAN,,brand_total,diesel,233,1177,0.6
2026,6,NISSAN,,brand_total,hybrid_incl_plugin,1783,11192,1.9
2026,6,NISSAN,,brand_total,petrol_hybrid_incl_plugin,1783,11192,2.2
2026,6,NISSAN,,brand_total,hybrid_excl_plugin,1783,11192,2.6
2026,6,NISSAN,,brand_total,petrol_hybrid_excl_plugin,1783,11192,3.2
2026,6,NISSAN,,brand_total,bev,670,2335,0.6
2026,6,NISSAN,,brand_total,awd,95,1058,0.3
2026,6,OMODA,5,model,total,15,42,87.5
2026,6,OMODA,5,model,hybrid_incl_plugin,9,31,83.8
2026,6,OMODA,5,model,petrol_hybrid_incl_plugin,9,31,83.8
2026,6,OMODA,5,model,hybrid_excl_plugin,9,31,100
2026,6,OMODA,5,model,petrol_hybrid_excl_plugin,9,31,100
2026,6,OMODA,5,model,bev,6,11,100
2026,6,OMODA,9,model,total,,6,12.5
2026,6,OMODA,9,model,hybrid_incl_plugin,,6,16.2
2026,6,OMODA,9,model,petrol_hybrid_incl_plugin,,6,16.2
2026,6,OMODA,9,model,plugin_hybrid,,6,100
2026,6,OMODA,9,model,petrol_plugin_hybrid,,6,100
2026,6,OMODA,9,model,awd,,6,100
2026,6,OMODA,,brand_total,total,15,48,0
2026,6,OMODA,,brand_total,hybrid_incl_plugin,9,37,0
2026,6,OMODA,,brand_total,petrol_hybrid_incl_plugin,9,37,0
2026,6,OMODA,,brand_total,hybrid_excl_plugin,9,31,0
2026,6,OMODA,,brand_total,petrol_hybrid_excl_plugin,9,31,0
2026,6,OMODA,,brand_total,plugin_hybrid,,6,0
2026,6,OMODA,,brand_total,petrol_plugin_hybrid,,6,0
2026,6,OMODA,,brand_total,bev,6,11,0
2026,6,OMODA,,brand_total,awd,,6,0
2026,6,OPEL,ASTRA,model,total,2073,13191,18.7
2026,6,OPEL,ASTRA,model,diesel,1154,5001,58.6
2026,6,OPEL,ASTRA,model,hybrid_incl_plugin,621,5938,22.9
2026,6,OPEL,ASTRA,model,petrol_hybrid_incl_plugin,621,5938,22.9
2026,6,OPEL,ASTRA,model,hybrid_excl_plugin,521,5444,22.3
2026,6,OPEL,ASTRA,model,petrol_hybrid_excl_plugin,521,5444,22.3
2026,6,OPEL,ASTRA,model,plugin_hybrid,100,494,32.1
2026,6,OPEL,ASTRA,model,petrol_plugin_hybrid,100,494,32.1
2026,6,OPEL,ASTRA,model,bev,251,1241,9.2
2026,6,OPEL,COMBO,model,total,275,772,1.1
2026,6,OPEL,COMBO,model,diesel,240,587,6.9
2026,6,OPEL,COMBO,model,bev,35,184,1.4
2026,6,OPEL,CORSA,model,total,4233,24785,35.2
2026,6,OPEL,CORSA,model,hybrid_incl_plugin,1258,4923,18.9
2026,6,OPEL,CORSA,model,petrol_hybrid_incl_plugin,1258,4923,18.9
2026,6,OPEL,CORSA,model,hybrid_excl_plugin,1258,4923,20.1
2026,6,OPEL,CORSA,model,petrol_hybrid_excl_plugin,1258,4923,20.1
2026,6,OPEL,CORSA,model,bev,797,4019,29.9
2026,6,OPEL,FRONTERA,model,total,1645,6673,9.5
2026,6,OPEL,FRONTERA,model,hybrid_incl_plugin,1177,4689,18
2026,6,OPEL,FRONTERA,model,petrol_hybrid_incl_plugin,1177,4689,18
2026,6,OPEL,FRONTERA,model,hybrid_excl_plugin,1177,4689,19.2
2026,6,OPEL,FRONTERA,model,petrol_hybrid_excl_plugin,1177,4689,19.2
2026,6,OPEL,FRONTERA,model,bev,467,1983,14.7
2026,6,OPEL,GRANDLAND X,model,total,2377,12113,17.2
2026,6,OPEL,GRANDLAND X,model,hybrid_incl_plugin,1760,7431,28.6
2026,6,OPEL,GRANDLAND X,model,petrol_hybrid_incl_plugin,1760,7431,28.6
2026,6,OPEL,GRANDLAND X,model,hybrid_excl_plugin,1625,6385,26.1
2026,6,OPEL,GRANDLAND X,model,petrol_hybrid_excl_plugin,1625,6385,26.1
2026,6,OPEL,GRANDLAND X,model,plugin_hybrid,135,1046,67.9
2026,6,OPEL,GRANDLAND X,model,petrol_plugin_hybrid,135,1046,67.9
2026,6,OPEL,GRANDLAND X,model,bev,602,4636,34.4
2026,6,OPEL,GRANDLAND X,model,awd,52,516,99.8
2026,6,OPEL,INSIGNIA,model,total,,1,0
2026,6,OPEL,INSIGNIA,model,diesel,,1,0
2026,6,OPEL,MOKKA,model,total,1889,9794,13.9
2026,6,OPEL,MOKKA,model,hybrid_incl_plugin,493,3000,11.5
2026,6,OPEL,MOKKA,model,petrol_hybrid_incl_plugin,493,3000,11.5
2026,6,OPEL,MOKKA,model,hybrid_excl_plugin,493,3000,12.3
2026,6,OPEL,MOKKA,model,petrol_hybrid_excl_plugin,493,3000,12.3
2026,6,OPEL,MOKKA,model,bev,190,1265,9.4
2026,6,OPEL,MOVANO,model,total,5,129,0.2
2026,6,OPEL,MOVANO,model,diesel,5,129,1.5
2026,6,OPEL,VIVARO,model,total,,4,0
2026,6,OPEL,VIVARO,model,diesel,,4,0
2026,6,OPEL,ZAFIRA LIFE,model,total,600,2941,4.2
2026,6,OPEL,ZAFIRA LIFE,model,diesel,587,2810,32.9
2026,6,OPEL,ZAFIRA LIFE,model,bev,13,131,1
2026,6,OPEL,ZAFIRA LIFE,model,awd,,1,0.2
2026,6,OPEL,,brand_total,total,13097,70403,4.7
2026,6,OPEL,,brand_total,diesel,1986,8532,4.4
2026,6,OPEL,,brand_total,hybrid_incl_plugin,5309,25981,4.4
2026,6,OPEL,,brand_total,petrol_hybrid_incl_plugin,5309,25981,5.2
2026,6,OPEL,,brand_total,hybrid_excl_plugin,5074,24441,5.7
2026,6,OPEL,,brand_total,petrol_hybrid_excl_plugin,5074,24441,7.1
2026,6,OPEL,,brand_total,plugin_hybrid,235,1540,0.9
2026,6,OPEL,,brand_total,petrol_plugin_hybrid,235,1540,1
2026,6,OPEL,,brand_total,bev,2355,13459,3.7
2026,6,OPEL,,brand_total,awd,52,517,0.1
2026,6,PEUGEOT,2008,model,total,1208,6911,22.1
2026,6,PEUGEOT,2008,model,hybrid_incl_plugin,711,3758,21.6
2026,6,PEUGEOT,2008,model,petrol_hybrid_incl_plugin,711,3758,21.6
2026,6,PEUGEOT,2008,model,hybrid_excl_plugin,711,3758,23.7
2026,6,PEUGEOT,2008,model,petrol_hybrid_excl_plugin,711,3758,23.7
2026,6,PEUGEOT,2008,model,bev,378,2418,36.2
2026,6,PEUGEOT,208,model,total,1166,6285,20.1
2026,6,PEUGEOT,208,model,hybrid_incl_plugin,326,2665,15.3
2026,6,PEUGEOT,208,model,petrol_hybrid_incl_plugin,326,2665,15.3
2026,6,PEUGEOT,208,model,hybrid_excl_plugin,326,2665,16.8
2026,6,PEUGEOT,208,model,petrol_hybrid_excl_plugin,326,2665,16.8
2026,6,PEUGEOT,208,model,bev,371,1838,27.5
2026,6,PEUGEOT,3008,model,total,1334,6776,21.7
2026,6,PEUGEOT,3008,model,hybrid_incl_plugin,1118,5687,32.7
2026,6,PEUGEOT,3008,model,petrol_hybrid_incl_plugin,1118,5687,32.7
2026,6,PEUGEOT,3008,model,hybrid_excl_plugin,1035,5122,32.3
2026,6,PEUGEOT,3008,model,petrol_hybrid_excl_plugin,1035,5122,32.3
2026,6,PEUGEOT,3008,model,plugin_hybrid,83,565,37.2
2026,6,PEUGEOT,3008,model,petrol_plugin_hybrid,83,565,37.2
2026,6,PEUGEOT,3008,model,bev,216,1089,16.3
2026,6,PEUGEOT,3008,model,awd,9,76,57.1
2026,6,PEUGEOT,308,model,total,620,3441,11
2026,6,PEUGEOT,308,model,diesel,307,1217,26.2
2026,6,PEUGEOT,308,model,hybrid_incl_plugin,248,1971,11.3
2026,6,PEUGEOT,308,model,petrol_hybrid_incl_plugin,248,1971,11.3
2026,6,PEUGEOT,308,model,hybrid_excl_plugin,230,1873,11.8
2026,6,PEUGEOT,308,model,petrol_hybrid_excl_plugin,230,1873,11.8
2026,6,PEUGEOT,308,model,plugin_hybrid,18,98,6.5
2026,6,PEUGEOT,308,model,petrol_plugin_hybrid,18,98,6.5
2026,6,PEUGEOT,308,model,bev,65,253,3.8
2026,6,PEUGEOT,408,model,total,170,929,3
2026,6,PEUGEOT,408,model,hybrid_incl_plugin,164,776,4.5
2026,6,PEUGEOT,408,model,petrol_hybrid_incl_plugin,164,776,4.5
2026,6,PEUGEOT,408,model,hybrid_excl_plugin,117,618,3.9
2026,6,PEUGEOT,408,model,petrol_hybrid_excl_plugin,117,618,3.9
2026,6,PEUGEOT,408,model,plugin_hybrid,47,158,10.4
2026,6,PEUGEOT,408,model,petrol_plugin_hybrid,47,158,10.4
2026,6,PEUGEOT,408,model,bev,6,153,2.3
2026,6,PEUGEOT,5008,model,total,596,3189,10.2
2026,6,PEUGEOT,5008,model,hybrid_incl_plugin,405,2519,14.5
2026,6,PEUGEOT,5008,model,petrol_hybrid_incl_plugin,405,2519,14.5
2026,6,PEUGEOT,5008,model,hybrid_excl_plugin,326,1825,11.5
2026,6,PEUGEOT,5008,model,petrol_hybrid_excl_plugin,326,1825,11.5
2026,6,PEUGEOT,5008,model,plugin_hybrid,79,694,45.7
2026,6,PEUGEOT,5008,model,petrol_plugin_hybrid,79,694,45.7
2026,6,PEUGEOT,5008,model,bev,191,670,10
2026,6,PEUGEOT,5008,model,awd,18,53,39.8
2026,6,PEUGEOT,508,model,total,,3,0
2026,6,PEUGEOT,508,model,hybrid_incl_plugin,,3,0
2026,6,PEUGEOT,508,model,petrol_hybrid_incl_plugin,,3,0
2026,6,PEUGEOT,508,model,plugin_hybrid,,3,0.2
2026,6,PEUGEOT,508,model,petrol_plugin_hybrid,,3,0.2
2026,6,PEUGEOT,508,model,awd,,2,1.5
2026,6,PEUGEOT,BOXER,model,total,169,1146,3.7
2026,6,PEUGEOT,BOXER,model,diesel,166,1137,24.5
2026,6,PEUGEOT,BOXER,model,awd,1,2,1.5
2026,6,PEUGEOT,EXPERT,model,total,483,2209,7.1
2026,6,PEUGEOT,EXPERT,model,diesel,472,2153,46.3
2026,6,PEUGEOT,EXPERT,model,bev,11,56,0.8
2026,6,PEUGEOT,J5,model,total,1,1,0
2026,6,PEUGEOT,J5,model,diesel,1,1,0
2026,6,PEUGEOT,RIFTER,model,total,63,345,1.1
2026,6,PEUGEOT,RIFTER,model,diesel,36,138,3
2026,6,PEUGEOT,RIFTER,model,bev,26,198,3
2026,6,PEUGEOT,,brand_total,total,5810,31235,2.1
2026,6,PEUGEOT,,brand_total,diesel,982,4646,2.4
2026,6,PEUGEOT,,brand_total,hybrid_incl_plugin,2972,17379,2.9
2026,6,PEUGEOT,,brand_total,petrol_hybrid_incl_plugin,2972,17379,3.5
2026,6,PEUGEOT,,brand_total,hybrid_excl_plugin,2745,15861,3.7
2026,6,PEUGEOT,,brand_total,petrol_hybrid_excl_plugin,2745,15861,4.6
2026,6,PEUGEOT,,brand_total,plugin_hybrid,227,1518,0.9
2026,6,PEUGEOT,,brand_total,petrol_plugin_hybrid,227,1518,1
2026,6,PEUGEOT,,brand_total,bev,1264,6675,1.8
2026,6,PEUGEOT,,brand_total,awd,28,133,0
2026,6,POLESTAR,2,model,total,100,585,24.1
2026,6,POLESTAR,2,model,bev,100,585,24.1
2026,6,POLESTAR,2,model,awd,30,166,15.3
2026,6,POLESTAR,3,model,total,10,168,6.9
2026,6,POLESTAR,3,model,bev,10,168,6.9
2026,6,POLESTAR,3,model,awd,7,130,12
2026,6,POLESTAR,4,model,total,493,1676,69
2026,6,POLESTAR,4,model,bev,493,1676,69
2026,6,POLESTAR,4,model,awd,291,788,72.7
2026,6,POLESTAR,,brand_total,total,603,2429,0.2
2026,6,POLESTAR,,brand_total,bev,603,2429,0.7
2026,6,POLESTAR,,brand_total,awd,328,1084,0.3
2026,6,PORSCHE,911,model,total,786,5625,36.1
2026,6,PORSCHE,911,model,hybrid_incl_plugin,455,2945,49.3
2026,6,PORSCHE,911,model,petrol_hybrid_incl_plugin,455,2945,49.3
2026,6,PORSCHE,911,model,hybrid_excl_plugin,455,2945,99.8
2026,6,PORSCHE,911,model,petrol_hybrid_excl_plugin,455,2945,99.8
2026,6,PORSCHE,911,model,awd,398,2542,22.3
2026,6,PORSCHE,911,model,cabriolet,444,2945,96
2026,6,PORSCHE,BOXSTER,model,total,,1,0
2026,6,PORSCHE,BOXSTER,model,cabriolet,,1,0
2026,6,PORSCHE,CAYENNE,model,total,858,4687,30
2026,6,PORSCHE,CAYENNE,model,hybrid_incl_plugin,266,2274,38
2026,6,PORSCHE,CAYENNE,model,petrol_hybrid_incl_plugin,266,2274,38
2026,6,PORSCHE,CAYENNE,model,plugin_hybrid,266,2274,75.1
2026,6,PORSCHE,CAYENNE,model,petrol_plugin_hybrid,266,2274,75.1
2026,6,PORSCHE,CAYENNE,model,bev,347,1034,20.2
2026,6,PORSCHE,CAYENNE,model,awd,858,4687,41.1
2026,6,PORSCHE,CAYMAN,model,total,10,56,0.4
2026,6,PORSCHE,MACAN,model,total,602,2874,18.4
2026,6,PORSCHE,MACAN,model,bev,602,2874,56.2
2026,6,PORSCHE,MACAN,model,awd,515,2301,20.2
2026,6,PORSCHE,PANAMERA,model,total,163,976,6.3
2026,6,PORSCHE,PANAMERA,model,hybrid_incl_plugin,140,727,12.2
2026,6,PORSCHE,PANAMERA,model,petrol_hybrid_incl_plugin,140,727,12.2
2026,6,PORSCHE,PANAMERA,model,plugin_hybrid,140,727,24
2026,6,PORSCHE,PANAMERA,model,petrol_plugin_hybrid,140,727,24
2026,6,PORSCHE,PANAMERA,model,awd,161,952,8.4
2026,6,PORSCHE,TAYCAN,model,total,139,1193,7.6
2026,6,PORSCHE,TAYCAN,model,bev,139,1193,23.3
2026,6,PORSCHE,TAYCAN,model,awd,93,854,7.5
2026,6,PORSCHE,SONSTIGE,model,total,36,189,1.2
2026,6,PORSCHE,SONSTIGE,model,hybrid_incl_plugin,5,31,0.5
2026,6,PORSCHE,SONSTIGE,model,petrol_hybrid_incl_plugin,5,31,0.5
2026,6,PORSCHE,SONSTIGE,model,hybrid_excl_plugin,3,5,0.2
2026,6,PORSCHE,SONSTIGE,model,petrol_hybrid_excl_plugin,3,5,0.2
2026,6,PORSCHE,SONSTIGE,model,plugin_hybrid,2,26,0.9
2026,6,PORSCHE,SONSTIGE,model,petrol_plugin_hybrid,2,26,0.9
2026,6,PORSCHE,SONSTIGE,model,bev,4,17,0.3
2026,6,PORSCHE,SONSTIGE,model,awd,6,57,0.5
2026,6,PORSCHE,SONSTIGE,model,cabriolet,25,121,3.9
2026,6,PORSCHE,,brand_total,total,2594,15601,1.1
2026,6,PORSCHE,,brand_total,hybrid_incl_plugin,866,5977,1
2026,6,PORSCHE,,brand_total,petrol_hybrid_incl_plugin,866,5977,1.2
2026,6,PORSCHE,,brand_total,hybrid_excl_plugin,458,2950,0.7
2026,6,PORSCHE,,brand_total,petrol_hybrid_excl_plugin,458,2950,0.9
2026,6,PORSCHE,,brand_total,plugin_hybrid,408,3027,1.8
2026,6,PORSCHE,,brand_total,petrol_plugin_hybrid,408,3027,2
2026,6,PORSCHE,,brand_total,bev,1092,5118,1.4
2026,6,PORSCHE,,brand_total,awd,2031,11393,3.2
2026,6,PORSCHE,,brand_total,cabriolet,469,3067,15.2
2026,6,RENAULT,ARKANA,model,total,20,184,0.6
