year,quarter,brand,model,count
2024,1,VOLKSWAGEN,VOLKSWAGEN PASSAT,363
2024,1,VOLKSWAGEN,VOLKSWAGEN TOUAREG,363
2024,1,KIA,KIA PROCEED,363
2024,1,MG,MG 5,355
2024,1,ORA,ORA 03 PURE +,352
2024,1,MERCEDES,MERCEDES E CLASS,349
2024,1,JAGUAR,JAGUAR XF SERIES,331
2024,1,LAND ROVER,LAND ROVER MODEL MISSING,326
2024,1,RENAULT,RENAULT TRAFIC,324
2024,1,CITROEN,CITROEN E-C4,321
2024,1,MAZDA,MAZDA MX-30,321
2024,1,JAGUAR,JAGUAR F-TYPE,317
2024,1,MERCEDES,MERCEDES VITO,316
2024,1,CITROEN,CITROEN BERLINGO,302
2024,1,LEXUS,LEXUS ES 300,289
2024,1,AUDI,AUDI MODEL MISSING,280
2024,1,BMW,BMW X7,280
2024,1,SUBARU,SUBARU OUTBACK,280
2024,1,VOLKSWAGEN,VOLKSWAGEN CADDY,278
2024,1,VOLKSWAGEN,VOLKSWAGEN UP,246
2024,1,LEXUS,LEXUS RX 450,242
2024,1,SUBARU,SUBARU FORESTER,242
2024,1,MERCEDES,MERCEDES MODEL MISSING,228
2024,1,DS,DS DS7,225
2024,1,BMW,BMW X2,215
2024,1,ALFA ROMEO,ALFA ROMEO TONALE,213
2024,1,SUBARU,SUBARU SOLTERRA,210
2024,1,KGM,KGM TIVOLI,207
2024,1,ASTON MARTIN,ASTON MARTIN DB1,206
2024,1,SUZUKI,SUZUKI SWACE,205
2024,1,BMW,BMW X4,202
2024,1,MERCEDES,MERCEDES B CLASS,200
2024,1,BMW,BMW 7 SERIES,194
2024,1,BMW,BMW MODEL MISSING,193
2024,1,VOLKSWAGEN,VOLKSWAGEN ID7 PRO LAUNCH EDITION 1,193
2024,1,AUDI,AUDI RS3,192
2024,1,FIAT,FIAT PANDA,190
2024,1,TOYOTA,TOYOTA ESTIMA,186
2024,1,MERCEDES,MERCEDES EQS CLASS,172
2024,1,VAUXHALL,VAUXHALL VIVARO,168
2024,1,BYD,BYD SEAL DESIGN EV,165
2024,1,LAMBORGHINI,LAMBORGHINI URUS,162
2024,1,KIA,KIA SOUL,159
2024,1,TOYOTA,TOYOTA LANDCRUISER,159
2024,1,VOLKSWAGEN,VOLKSWAGEN TOURAN,159
2024,1,KGM,KGM TORRES,155
2024,1,SMART,SMART 1 PREMIUM,155
2024,1,ALPINE,ALPINE A110,149
2024,1,BMW,BMW X6,147
2024,1,LOTUS,LOTUS EMIRA,147
2024,1,SUBARU,SUBARU C-TREK TORING EBXR SYM AWD CVT,145
2024,1,VOLVO,VOLVO MODEL MISSING,144
2024,1,GENESIS,GENESIS GV70,141
2024,1,BMW,BMW 8 SERIES,139
2024,1,ABARTH,ABARTH 695,138
2024,1,BMW,BMW Z4,137
2024,1,AUDI,AUDI SQ8,136
2024,1,BENTLEY,BENTLEY BENTAYGA,135
2024,1,KGM,KGM REXTON,134
2024,1,MERCEDES,MERCEDES S CLASS,133
2024,1,BYD,BYD DOLPHIN COMFORT EV,132
2024,1,BYD,BYD DOLPHIN DESIGN EV,131
2024,1,SMART,SMART FORTWO,130
2024,1,AUDI,AUDI RS6,129
2024,1,LOTUS,LOTUS ELETRE,129
2024,1,FISKER,FISKER OCEAN,117
2024,1,FORD,FORD MODEL MISSING,115
2024,1,RENAULT TRUCKS,RENAULT TRUCKS TRAFIC,115
2024,1,MASERATI,MASERATI GRECALE,113
2024,1,AUDI,AUDI TT,113
2024,1,AUDI,AUDI RS4,110
2024,1,KGM,KGM KORANDO,109
2024,1,AUDI,AUDI A7,108
2024,1,FIAT,FIAT 600E,107
2024,1,FERRARI,FERRARI PUROSANGUE,107
2024,1,SMART,SMART 1 BRABUS,105
2024,1,AUDI,AUDI SQ7,105
2024,1,OTHER BRITISH,OTHER BRITISH MODEL MISSING,104
2024,1,NISSAN,NISSAN ELGRAND,103
2024,1,TOYOTA,TOYOTA VELLFIRE,102
2024,1,CITROEN,CITROEN SPACETOURER,101
2024,1,ASTON MARTIN,ASTON MARTIN DBX,100
2024,1,JEEP,JEEP WRANGLER,100
2024,1,CITROEN,CITROEN ALLIED HORIZON,99
2024,1,SMART,SMART 1 PRO,97
2024,1,PORSCHE,PORSCHE PANAMERA,96
2024,1,TOYOTA,TOYOTA ALPHARD,94
2024,1,VOLVO,VOLVO V60,93
2024,1,PEUGEOT,PEUGEOT TRAVELLER,89
2024,1,MERCEDES,MERCEDES CLE 220 AMG,89
2024,1,AUDI,AUDI RSQ3,89
2024,1,RENAULT,RENAULT ZOE,88
2024,1,VAUXHALL,VAUXHALL COMBO,88
2024,1,FERRARI,FERRARI 296,86
2024,1,DS,DS DS4,83
2024,1,LAMBORGHINI,LAMBORGHINI HURACAN,83
2024,1,MERCEDES,MERCEDES CLE 300 AMG,82
2024,1,HONDA,HONDA FIT,81
2024,1,NISSAN,NISSAN MICRA,79
2024,1,BENTLEY,BENTLEY CONTINENTAL,78
2024,1,BENTLEY,BENTLEY MODEL MISSING,77
2024,1,HONDA,HONDA STEPWAGON,77
2024,1,LEXUS,LEXUS RX 350,75
2024,1,MITSUBISHI,MITSUBISHI MODEL MISSING,74
2024,1,PEUGEOT,PEUGEOT 508,72
2024,1,ALFA ROMEO,ALFA ROMEO GIULIA,72
2024,1,AUDI,AUDI RSQ8,72
2024,1,ABARTH,ABARTH 500,70
2024,1,ROLLS ROYCE,ROLLS ROYCE,70
2024,1,TOYOTA,TOYOTA VITZ,69
2024,1,VOLVO,VOLVO S60,67
2024,1,ABARTH,ABARTH 595,67
2024,1,ASTON MARTIN,ASTON MARTIN VANTAGE,65
2024,1,DS,DS DS3,64
2024,1,SUBARU,SUBARU MODEL MISSING,61
2024,1,MERCEDES,MERCEDES SPRINTER,59
2024,1,VOLKSWAGEN,VOLKSWAGEN TRANSPORTER,59
2024,1,MERCEDES,MERCEDES GLS CLASS,57
2024,1,VOLVO,VOLVO V90,57
2024,1,LEXUS,LEXUS MODEL MISSING,54
2024,1,AUDI,AUDI TTS,54
2024,1,PEUGEOT,PEUGEOT BOXER,51
2024,1,INEOS,INEOS GRENADIER,50
2024,1,SUZUKI,SUZUKI MODEL MISSING,50
2024,1,TOYOTA,TOYOTA PROACE,49
2024,1,AUDI,AUDI RS5,48
2024,1,FORD,FORD ESCORT,48
2024,1,BMW,BMW XM,47
2024,1,ORA,ORA FUNKY CAT,46
2024,1,RENAULT,RENAULT MASTER,46
2024,1,FERRARI,FERRARI ROMA,45
2024,1,FIAT,FIAT TIPO,45
2024,1,GENESIS,GENESIS GV60,44
2024,1,ALFA ROMEO,ALFA ROMEO STELVIO,44
2024,1,MAZDA,MAZDA MODEL MISSING,44
2024,1,BENTLEY,BENTLEY FLYING SPUR,44
2024,1,NISSAN,NISSAN SERENA,43
2024,1,BMW,BMW M8,41
2024,1,MERCEDES,MERCEDES G CLASS,40
2024,1,MERCEDES,MERCEDES CLE 300 PREMIER ED MHEV 4M A,40
2024,1,VOLKSWAGEN,VOLKSWAGEN BEETLE,40
2024,1,FORD,FORD S-MAX,39
2024,1,PEUGEOT,PEUGEOT 406,39
2024,1,VOLVO,VOLVO V70,38
2024,1,TOYOTA,TOYOTA AQUA,38
2024,1,TOYOTA,TOYOTA GR86,38
2024,1,SKODA,SKODA MODEL MISSING,36
2024,1,DODGE,DODGE MODEL MISSING,36
2024,1,ROLLS ROYCE,ROLLS ROYCE CULLINAN,36
2024,1,CATERHAM,CATERHAM MODEL MISSING,35
2024,1,SUBARU,SUBARU IMPREZA,35
2024,1,RENAULT,RENAULT SCENIC,34
2024,1,JEEP,JEEP RENEGADE,34
2024,1,HONDA,HONDA ACCORD,34
2024,1,SMART,SMART 1 LAUNCH EDITION,30
2024,1,AUDI,AUDI A8,30
2024,1,BMW,BMW ALPINA,30
2024,1,FORD,FORD GALAXY,30
2024,1,PEUGEOT,PEUGEOT 106,29
2024,1,MERCEDES,MERCEDES EQV CLASS,28
2024,1,JAGUAR,JAGUAR MODEL MISSING,28
2024,1,TOYOTA,TOYOTA NOAH,28
2024,1,ASTON MARTIN,ASTON MARTIN MODEL MISSING,28
2024,1,LEXUS,LEXUS RX 500,27
2024,1,SUBARU,SUBARU CROSSTREK LTD EBXR SYM AWD CVT,27
2024,1,MCLAREN,MCLAREN ARTURA,27
2024,1,DFSK,DFSK MODEL MISSING,26
2024,1,ORA,ORA 03 PRO +,24
2024,1,PORSCHE,PORSCHE MODEL MISSING,24
2024,1,CHEVROLET,CHEVROLET MODEL MISSING,24
2024,1,VOLKSWAGEN,VOLKSWAGEN CRAFTER,24
2024,1,AUDI,AUDI RS7,24
2024,1,BMW,BMW M SERIES,24
2024,1,JEEP,JEEP MODEL MISSING,24
2024,1,MCLAREN,MCLAREN 750S,24
2024,1,FORD,FORD ALLIED,23
2024,1,FORD,FORD TRANSIT,23
2024,1,JEEP,JEEP GRAND CHEROKEE,23
2024,1,CITROEN,CITROEN MODEL MISSING,22
2024,1,KIA,KIA MODEL MISSING,22
2024,1,MERCEDES,MERCEDES CLE 220 PREMIER,22
2024,1,MASERATI,MASERATI LEVANTE,22
2024,1,MERCEDES,MERCEDES CLE 200 AMG,22
2024,1,RENAULT,RENAULT MODEL MISSING,21
2024,1,FORD,FORD TRANSIT CUSTOM,21
2024,1,INEOS,INEOS GRENADIER FIELDMASTER ED D A,21
2024,1,AUDI,AUDI R8,21
2024,1,VOLKSWAGEN,VOLKSWAGEN SHARAN,21
2024,1,MERCEDES,MERCEDES 200,20
2024,1,AUDI,AUDI SQ2,20
2024,1,VOLVO,VOLVO V40,19
2024,1,MORGAN,MORGAN PLUS 4,19
2024,1,ROLLS ROYCE,ROLLS ROYCE GHOST,19
2024,1,MERCEDES,MERCEDES COLEMAN MILNE,18
2024,1,SUBARU,SUBARU LEGACY,18
2024,1,PEUGEOT,PEUGEOT ALLIED,17
2024,1,HONDA,HONDA INSIGHT,17
2024,1,TOYOTA,TOYOTA HIGHLANDER,17
2024,1,FERRARI,FERRARI MODEL MISSING,17
2024,1,NISSAN,NISSAN CUBE,17
2024,1,MERCEDES-BENZ,MERCEDES-BENZ MODEL MISSING,16
2024,1,TOYOTA,TOYOTA CROWN,16
2024,1,FERRARI,FERRARI 812,16
2024,1,NISSAN,NISSAN MARCH,16
2024,1,AUDI,AUDI S6,15
2024,1,CHRYSLER,CHRYSLER MODEL MISSING,15
2024,1,HONDA,HONDA ODYSSEY,15
2024,1,LEXUS,LEXUS LC 500,15
2024,1,AUDI,AUDI S7,14
2024,1,HYUNDAI,HYUNDAI MODEL MISSING,14
2024,1,SUBARU,SUBARU XV,14
2024,1,FORD,FORD MUSTANG,14
2024,1,MINI,MINI MODEL MISSING,13
2024,1,JAGUAR,JAGUAR E TYPE,13
2024,1,SUZUKI,SUZUKI ACROSS,13
2024,1,PEUGEOT,PEUGEOT MODEL MISSING,12
2024,1,CADILLAC,CADILLAC MODEL MISSING,12
2024,1,FIAT,FIAT MODEL MISSING,12
2024,1,NISSAN,NISSAN SILVIA,12
2024,1,TESLA,TESLA MODEL S,11
2024,1,TOYOTA,TOYOTA SIENTA,11
2024,1,ARIEL,ARIEL MODEL MISSING,11
2024,1,MASERATI,MASERATI GRANTURISMO,11
2024,1,MORGAN,MORGAN PLUS 6,11
2024,1,NISSAN,NISSAN NOTE,11
2024,1,ROLLS ROYCE,ROLLS ROYCE PHANTOM,11
2024,1,LAMBORGHINI,LAMBORGHINI REVUELTO V12 PHEV S-A,11
2024,1,FORD,FORD MONDEO,10
2024,1,AUSTIN,AUSTIN MINI,10
2024,1,GENESIS,GENESIS GV80,10
2024,1,MITSUBISHI,MITSUBISHI LANCER,10
2024,1,TOYOTA,TOYOTA HIACE,9
2024,1,VOLKSWAGEN,VOLKSWAGEN JETTA,9
2024,1,AUSTIN HEALEY,AUSTIN HEALEY MODEL MISSING,9
2024,1,CHEVROLET,CHEVROLET CORVETTE,9
2024,1,CITROEN,CITROEN DS3,9
2024,1,TOYOTA,TOYOTA ALTEZZA,9
2024,1,OPEL,OPEL MODEL MISSING,8
2024,1,VAUXHALL,VAUXHALL MOVANO,8
2024,1,ALFA ROMEO,ALFA ROMEO MODEL MISSING,8
2024,1,ASTON MARTIN,ASTON MARTIN DBS,8
2024,1,BMW,BMW M5,8
2024,1,CHEVROLET GMC,CHEVROLET GMC CAMARO,8
2024,1,CHEVROLET GMC,CHEVROLET GMC CORVETTE,8
2024,1,FORD,FORD CORTINA,8
2024,1,NISSAN,NISSAN SKYLINE,8
2024,1,PORSCHE,PORSCHE BOXSTER,8
2024,1,TOYOTA,TOYOTA FJ CRUISER,8
2024,1,TESLA,TESLA MODEL X,7
2024,1,LEXUS,LEXUS LM 350H,7
2024,1,MERCEDES,MERCEDES CLE 200 PREMIER,7
2024,1,MERCEDES,MERCEDES CLE 450 AMG,7
2024,1,ASTON MARTIN,ASTON MARTIN VALOUR V12,7
2024,1,FERRARI,FERRARI DAYTONA,7
2024,1,JAGUAR,JAGUAR XK SERIES,7
2024,1,MCLAREN,MCLAREN MODEL MISSING,7
2024,1,MG,MG MODEL MISSING,7
2024,1,MAN,MAN TGE,6
2024,1,VAUXHALL,VAUXHALL MODEL MISSING,6
2024,1,VOLKSWAGEN,VOLKSWAGEN CALIFORNIA,6
2024,1,AUDI,AUDI S4,6
2024,1,AUDI,AUDI S8,6
2024,1,AUSTIN,AUSTIN MODEL MISSING,6
2024,1,JAGUAR,JAGUAR XJ SERIES,6
2024,1,LINCOLN,LINCOLN MODEL MISSING,6
2024,1,MCLAREN,MCLAREN GT,6
2024,1,PONTIAC,PONTIAC MODEL MISSING,6
2024,1,SEAT,SEAT MODEL MISSING,6
2024,1,GENESIS,GENESIS G80,5
2024,1,HOUSEHAM,HOUSEHAM MODEL MISSING,5
2024,1,AUDI,AUDI TTRS,5
2024,1,BMW,BMW Z3,5
2024,1,HONDA,HONDA INTEGRA,5
2024,1,MASERATI,MASERATI MC20,5
2024,1,ROLLS ROYCE,ROLLS ROYCE DAWN,5
2024,1,ROLLS ROYCE,ROLLS ROYCE MODEL MISSING,5
2024,1,FERRARI,FERRARI SF90,5
2024,1,FORD,FORD COLEMAN MILNE,4
2024,1,SMART,SMART 3 PREMIUM,4
2024,1,SMART,SMART 3 PRO,4
2024,1,TRIUMPH,TRIUMPH MODEL MISSING,4
2024,1,AUDI,AUDI SQ5,4
2024,1,CITROEN,CITROEN RELAY,4
2024,1,HYUNDAI,HYUNDAI STARIA,4
2024,1,NISSAN,NISSAN PRIMASTAR,4
2024,1,SKODA,SKODA S100,4
2024,1,MASERATI,MASERATI GHIBLI,4
2024,1,TOYOTA,TOYOTA MR2,4
2024,1,TOYOTA,TOYOTA SOARER,4
2024,1,BUICK,BUICK MODEL MISSING,4
2024,1,CHEVROLET GMC,CHEVROLET GMC BELAIR,4
2024,1,FIAT,FIAT 124,4
2024,1,FORD,FORD ECOSPORT,4
2024,1,JAGUAR,JAGUAR S TYPE,4
2024,1,JEEP,JEEP CHEROKEE,4
2024,1,LADA,LADA MODEL MISSING,4
2024,1,LANCIA,LANCIA MODEL MISSING,4
2024,1,LAND ROVER,LAND ROVER FREELANDER,4
2024,1,MAZDA,MAZDA DEMIO,4
2024,1,MG,MG MGA,4
2024,1,PLYMOUTH,PLYMOUTH MODEL MISSING,4
2024,1,PORSCHE,PORSCHE CAYMAN,4
2024,1,TOYOTA,TOYOTA 4-RUNNER,4
2024,1,TOYOTA,TOYOTA CELICA,4
2024,1,TOYOTA,TOYOTA CENTURY,4
2024,1,VOLKSWAGEN,VOLKSWAGEN LUPO,4
2024,1,MITSUBISHI,MITSUBISHI OUTLANDER,4
2024,1,LOTUS,LOTUS MODEL MISSING,3
2024,1,CITROEN,CITROEN ZX,3
2024,1,MINI,MINI ONE,3
2024,1,VOLKSWAGEN,VOLKSWAGEN CARAVELLE,3
2024,1,INFINITI,INFINITI MODEL MISSING,3
2024,1,ISUZU,ISUZU MODEL MISSING,3
2024,1,LEXUS,LEXUS NX 300,3
2024,1,MERCEDES,MERCEDES CLE 450 PREMIER,3
2024,1,ALFA ROMEO,ALFA ROMEO GIULIETTA,3
2024,1,ASTON MARTIN,ASTON MARTIN DB2/4,3
2024,1,ASTON MARTIN,ASTON MARTIN VANQUISH,3
2024,1,BUGATTI,BUGATTI MODEL MISSING,3
2024,1,CADILLAC,CADILLAC ESCALADE,3
2024,1,CHEVROLET GMC,CHEVROLET GMC IMPALA,3
2024,1,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,3
2024,1,DAIHATSU,DAIHATSU MIRA,3
2024,1,DATSUN,DATSUN MODEL MISSING,3
2024,1,FERRARI,FERRARI PORTOFINO,3
2024,1,FORD,FORD GRANADA,3
2024,1,FORD,FORD LTD,3
2024,1,FORD,FORD THUNDERBIRD,3
2024,1,GORDON MURRAY,GORDON MURRAY MODEL MISSING,3
2024,1,LAMBORGHINI,LAMBORGHINI MODEL MISSING,3
2024,1,LANCIA,LANCIA DELTA,3
2024,1,LEXUS,LEXUS RC F,3
2024,1,MASERATI,MASERATI QUATTROPORTE,3
2024,1,MAZDA,MAZDA RX-7,3
2024,1,MERCEDES,MERCEDES 190,3
2024,1,MERCURY,MERCURY MODEL MISSING,3
2024,1,MITSUBISHI,MITSUBISHI PAJERO,3
2024,1,MORRIS,MORRIS MINOR,3
2024,1,OLDSMOBILE,OLDSMOBILE MODEL MISSING,3
2024,1,ROVER,ROVER MINI,3
2024,1,SUNBEAM,SUNBEAM TIGER,3
2024,1,SUZUKI,SUZUKI JIMNY,3
2024,1,TOYOTA,TOYOTA IPSUM,3
2024,1,TOYOTA,TOYOTA MARK II,3
2024,1,TRIUMPH,TRIUMPH TR8,3
2024,1,WESTFIELD,WESTFIELD MODEL MISSING,3
2024,1,BMW,BMW I3,2
2024,1,SMART,SMART 3 BRABUS,2
2024,1,ALPINA,ALPINA MODEL MISSING,2
2024,1,DACIA,DACIA MODEL MISSING,2
2024,1,FIAT,FIAT DUCATO,2
2024,1,FORD,FORD FREEDOM,2
2024,1,HYUNDAI,HYUNDAI I800,2
2024,1,MERCEDES,MERCEDES VIANO,2
2024,1,SEAT,SEAT ALHAMBRA,2
2024,1,SSANGYONG,SSANGYONG MODEL MISSING,2
2024,1,TOYOTA,TOYOTA AVENSIS,2
2024,1,VAUXHALL,VAUXHALL ZAFIRA,2
2024,1,ASTON MARTIN,ASTON MARTIN VALKYRIE,2
2024,1,LEXUS,LEXUS CT 200,2
2024,1,LEXUS,LEXUS IS 300,2
2024,1,TOYOTA,TOYOTA AURIS,2
2024,1,TOYOTA,TOYOTA SPRINTER,2
2024,1,TOYOTA,TOYOTA SUPRA,2
2024,1,AC,AC MODEL MISSING,2
2024,1,ACURA,ACURA MODEL MISSING,2
2024,1,ALFA ROMEO,ALFA ROMEO ALFETTA,2
2024,1,ALFA ROMEO,ALFA ROMEO JUNIOR,2
2024,1,ASTON MARTIN,ASTON MARTIN DB9,2
2024,1,ASTON MARTIN,ASTON MARTIN DBR22 V12 AUTO,2
2024,1,AUDI,AUDI QUATTRO,2
2024,1,AUSTIN,AUSTIN SEVEN,2
2024,1,BUICK,BUICK RIVIERA,2
2024,1,CITROEN,CITROEN AMI,2
2024,1,CITROEN,CITROEN DYANE,2
2024,1,DAIHATSU,DAIHATSU HI-JET,2
2024,1,DAIHATSU,DAIHATSU MODEL MISSING,2
2024,1,DATSUN,DATSUN 240,2
2024,1,FIAT,FIAT 126,2
2024,1,FORD,FORD CAPRI,2
2024,1,FORD,FORD SIERRA,2
2024,1,GENESIS,GENESIS G70,2
2024,1,KIA,KIA RIO,2
2024,1,LANCIA,LANCIA FULVIA,2
2024,1,LEXUS,LEXUS IS 250,2
2024,1,LEXUS,LEXUS LS 460,2
2024,1,LOTUS,LOTUS EUROPA,2
2024,1,MAZDA,MAZDA 5,2
2024,1,MAZDA,MAZDA 6,2
2024,1,MERCEDES,MERCEDES SLK CLASS,2
2024,1,MG,MG MGB,2
2024,1,MG,MG ROADSTER,2
2024,1,MITSUBISHI,MITSUBISHI ASX,2
2024,1,OPEL,OPEL KADETT,2
2024,1,PONTIAC,PONTIAC FIREBIRD,2
2024,1,PORSCHE,PORSCHE 928,2
2024,1,ROVER,ROVER 75,2
2024,1,SAAB,SAAB 96,2
2024,1,SAAB,SAAB MODEL MISSING,2
2024,1,SMART,SMART MODEL MISSING,2
2024,1,SUNBEAM,SUNBEAM ALPINE,2
2024,1,TOYOTA,TOYOTA IQ,2
2024,1,TOYOTA,TOYOTA PREVIA,2
2024,1,TOYOTA,TOYOTA STARLET,2
2024,1,TRIUMPH,TRIUMPH TR3,2
2024,1,VOLKSWAGEN,VOLKSWAGEN K 70,2
2024,1,VOLKSWAGEN,VOLKSWAGEN KARMANN GHIA,2
2024,1,VOLKSWAGEN,VOLKSWAGEN VARIANT,2
2024,1,VOLVO,VOLVO 850,2
2024,1,VOLVO,VOLVO S80,2
2024,1,VOLVO,VOLVO V50,2
2024,1,VOLVO,VOLVO XC70 T5 DYNAMIC ED 2WD AUTO,2
2024,1,MAGIRUS DEUTZ,MAGIRUS DEUTZ MODEL MISSING,1
2024,1,MAXUS,MAXUS MIFA,1
2024,1,MOKE AUTOMIBILI,MOKE AUTOMIBILI MODEL MISSING,1
2024,1,POLESTAR,POLESTAR MODEL MISSING,1
2024,1,VICTORY,VICTORY V92,1
2024,1,VOLKSWAGEN,VOLKSWAGEN ID7 MATCH PRO,1
2024,1,AUDI,AUDI COUPE,1
2024,1,CITROEN,CITROEN DISPATCH,1
2024,1,FORD,FORD GRAND C-MAX,1
2024,1,GREAT WALL,GREAT WALL STEED,1
2024,1,KIA,KIA CARENS,1
2024,1,MAHINDRA,MAHINDRA MODEL MISSING,1
2024,1,MERCEDES,MERCEDES 500,1
2024,1,MERCEDES,MERCEDES ML CLASS,1
2024,1,MITSUBISHI,MITSUBISHI CHALLENGER,1
2024,1,NISSAN,NISSAN INTERSTAR,1
2024,1,RENAULT,RENAULT GRAND SCENIC,1
2024,1,TATA,TATA MODEL MISSING,1
2024,1,VOLKSWAGEN,VOLKSWAGEN KOMBI,1
2024,1,VOLKSWAGEN,VOLKSWAGEN SCIROCCO,1
2024,1,VOLVO,VOLVO S40,1
2024,1,FERRARI,FERRARI LAFERRARI,1
2024,1,HONDA,HONDA CR-Z,1
2024,1,LEXUS,LEXUS LS 500,1
2024,1,LEXUS,LEXUS RX 400,1
2024,1,LONSDALE,LONSDALE MODEL MISSING,1
2024,1,TOYOTA,TOYOTA CAVALIER,1
2024,1,VOLVO,VOLVO S90,1
2024,1,ABARTH,ABARTH MODEL MISSING,1
2024,1,AEON,AEON MODEL MISSING,1
2024,1,ALFA ROMEO,ALFA ROMEO 156,1
2024,1,ALFA ROMEO,ALFA ROMEO 159,1
2024,1,ALFA ROMEO,ALFA ROMEO 1750,1
2024,1,ALFA ROMEO,ALFA ROMEO 2000,1
2024,1,ALFA ROMEO,ALFA ROMEO ALFASUD,1
2024,1,ALFA ROMEO,ALFA ROMEO GTV,1
2024,1,ALFA ROMEO,ALFA ROMEO SPIDER,1
2024,1,ALFA ROMEO,ALFA ROMEO SZ,1
2024,1,ASTON MARTIN,ASTON MARTIN LAGONDA,1
2024,1,ASTON MARTIN,ASTON MARTIN V12 VANQUISH,1
2024,1,ASTON MARTIN,ASTON MARTIN VIRAGE,1
2024,1,ASTON MARTIN,ASTON MARTIN VOLANTE,1
2024,1,ASTON MARTIN,ASTON MARTIN ZAGATO,1
2024,1,AUDI,AUDI S5,1
2024,1,AUSTIN,AUSTIN A50,1
2024,1,BEDFORD,BEDFORD MODEL MISSING,1
2024,1,BENTLEY,BENTLEY ARNAGE,1
2024,1,BENTLEY,BENTLEY AZURE,1
2024,1,BMW,BMW 3000,1
2024,1,BOND,BOND MODEL MISSING,1
2024,1,BSA,BSA MODEL MISSING,1
2024,1,BUICK,BUICK SABRE,1
2024,1,CHEVROLET,CHEVROLET KALOS,1
2024,1,CHRYSLER,CHRYSLER GRAND VOYAGER,1
2024,1,CHRYSLER,CHRYSLER NEW YORKER,1
2024,1,CHRYSLER,CHRYSLER VOYAGER,1
2024,1,CITROEN,CITROEN BX,1
2024,1,CITROEN,CITROEN CX,1
2024,1,CITROEN,CITROEN DS,1
2024,1,CITROEN,CITROEN GS,1
2024,1,CITROEN,CITROEN SM,1
2024,1,DAIMLER,DAIMLER V8,1
2024,1,DATSUN,DATSUN 280,1
2024,1,EBRO,EBRO MODEL MISSING,1
2024,1,FERRARI,FERRARI 458,1
2024,1,FERRARI,FERRARI 612,1
2024,1,FERRARI,FERRARI F430,1
2024,1,FERRARI,FERRARI F8,1
2024,1,FIAT,FIAT 128,1
2024,1,FIAT,FIAT 600,1
2024,1,FIAT,FIAT BARCHETTA,1
2024,1,FIAT,FIAT UNO,1
2024,1,FODEN,FODEN MODEL MISSING,1
2024,1,FORD,FORD ANGLIA,1
2024,1,FORD,FORD CROWN VICTORIA,1
2024,1,FORD,FORD GT,1
2024,1,FORD,FORD KA,1
2024,1,FORD,FORD KA+,1
2024,1,FORD,FORD TAURUS,1
2024,1,FORD,FORD ZEPHYR,1
2024,1,FSO CARS,FSO CARS POLONEZ,1
2024,1,GENESIS,GENESIS MODEL MISSING,1
2024,1,HILLMAN,HILLMAN MINX,1
2024,1,HONDA,HONDA N360,1
2024,1,HONDA,HONDA S660,1
2024,1,HUMBER,HUMBER MODEL MISSING,1
2024,1,INFINITI,INFINITI Q50,1
2024,1,INFINITI,INFINITI QX70,1
2024,1,JAGUAR,JAGUAR MK II,1
2024,1,JAGUAR,JAGUAR X TYPE,1
2024,1,JENSEN,JENSEN INTERCEPTOR,1
2024,1,JENSEN,JENSEN MODEL MISSING,1
2024,1,KOENIGSEGG,KOENIGSEGG MODEL MISSING,1
2024,1,LADA,LADA RIVA,1
2024,1,LAMBORGHINI,LAMBORGHINI GALLARDO,1
2024,1,LAMBRETTA,LAMBRETTA MODEL MISSING,1
2024,1,LANCIA,LANCIA FLAVIA,1
2024,1,LEXUS,LEXUS IS 200,1
2024,1,LEXUS,LEXUS IS F,1
2024,1,LEXUS,LEXUS LS 600,1
2024,1,LEYLAND,LEYLAND MODEL MISSING,1
2024,1,LOTUS,LOTUS ELAN,1
2024,1,MASERATI,MASERATI MODEL MISSING,1
2024,1,MAYBACH,MAYBACH MODEL MISSING,1
2024,1,MAZDA,MAZDA RX-8,1
2024,1,MERCEDES,MERCEDES 300,1
2024,1,MERCEDES,MERCEDES 400,1
2024,1,MERCEDES,MERCEDES CLK CLASS,1
2024,1,MERCEDES,MERCEDES SL CLASS,1
2024,1,MG,MG MAGNETTE,1
2024,1,MG,MG METRO,1
2024,1,MG,MG MIDGET,1
2024,1,MG,MG RV8,1
2024,1,MG,MG TF,1
2024,1,MINI,MINI PACEMAN,1
2024,1,MINI,MINI ROADSTER,1
2024,1,MITSUBISHI,MITSUBISHI ECLIPSE,1
2024,1,MITSUBISHI,MITSUBISHI SPACE STAR,1
2024,1,MOBILVETTA,MOBILVETTA MODEL MISSING,1
2024,1,MORGAN,MORGAN PLUS 8,1
2024,1,MORRIS,MORRIS COWLEY,1
2024,1,MORRIS,MORRIS MINI,1
2024,1,MUTT,MUTT MODEL MISSING,1
2024,1,NISSAN,NISSAN 350,1
2024,1,NISSAN,NISSAN 370,1
2024,1,NISSAN,NISSAN MAXIMA,1
2024,1,NISSAN,NISSAN MURANO,1
2024,1,NISSAN,NISSAN PULSAR,1
2024,1,NISSAN,NISSAN TOWNSTAR,1
2024,1,NISSAN,NISSAN URVAN,1
2024,1,NSU,NSU MODEL MISSING,1
2024,1,OPEL,OPEL CORSA,1
2024,1,OPEL,OPEL REKORD,1
2024,1,OPEL,OPEL ZAFIRA,1
