year,quarter,brand,model,count
2026,2,PEUGEOT,PEUGEOT 206,3
2026,2,PEUGEOT,PEUGEOT PARTNER,3
2026,2,SSANGYONG,SSANGYONG MODEL MISSING,3
2026,2,TOYOTA,TOYOTA HIACE,3
2026,2,VOLKSWAGEN,VOLKSWAGEN CARAVELLE,3
2026,2,BMW,BMW X4,3
2026,2,DS,DS DS4,3
2026,2,MOBILVETTA,MOBILVETTA MODEL MISSING,3
2026,2,TOYOTA,TOYOTA SOARER,3
2026,2,TOYOTA,TOYOTA SPRINTER,3
2026,2,ACURA,ACURA MODEL MISSING,3
2026,2,ALFA ROMEO,ALFA ROMEO GIULIETTA,3
2026,2,ALFA ROMEO,ALFA ROMEO GT,3
2026,2,AUDI,AUDI RS6,3
2026,2,BMW,BMW X4 M,3
2026,2,CITROEN,CITROEN DS,3
2026,2,DAIHATSU,DAIHATSU HI-JET,3
2026,2,DATSUN,DATSUN MODEL MISSING,3
2026,2,FERRARI,FERRARI DAYTONA,3
2026,2,FERRARI,FERRARI ROMA,3
2026,2,JAGUAR,JAGUAR XE SERIES,3
2026,2,LADA,LADA MODEL MISSING,3
2026,2,LANCIA,LANCIA FULVIA,3
2026,2,LOTUS,LOTUS MODEL MISSING,3
2026,2,MAZDA,MAZDA 6,3
2026,2,MERCEDES,MERCEDES SL CLASS,3
2026,2,MORRIS,MORRIS MINOR,3
2026,2,NISSAN,NISSAN CUBE,3
2026,2,PONTIAC,PONTIAC FIREBIRD,3
2026,2,PORSCHE,PORSCHE CAYMAN,3
2026,2,ROLLS ROYCE,ROLLS ROYCE MODEL MISSING,3
2026,2,ROVER,ROVER MINI,3
2026,2,SKODA,SKODA YETI,3
2026,2,SMART,SMART FORFOUR,3
2026,2,SUZUKI,SUZUKI HUSTLER,3
2026,2,TOYOTA,TOYOTA STARLET,3
2026,2,JAGUAR,JAGUAR E-PACE,3
2026,2,BMW,BMW I3,2
2026,2,OMODA,OMODA MODEL MISSING,2
2026,2,SUBARU,SUBARU UNCHARTED,2
2026,2,CITROEN,CITROEN RELAY,2
2026,2,FORD,FORD RANGER,2
2026,2,HYUNDAI,HYUNDAI I800,2
2026,2,RENAULT,RENAULT KADJAR,2
2026,2,HOUSEHAM,HOUSEHAM MODEL MISSING,2
2026,2,INFINITI,INFINITI MODEL MISSING,2
2026,2,LAMBORGHINI,LAMBORGHINI MODEL MISSING,2
2026,2,SUZUKI,SUZUKI IGNIS,2
2026,2,AC,AC MODEL MISSING,2
2026,2,ALFA ROMEO,ALFA ROMEO 159,2
2026,2,ALFA ROMEO,ALFA ROMEO 1750,2
2026,2,ALFA ROMEO,ALFA ROMEO GTV,2
2026,2,ASTON MARTIN,ASTON MARTIN VIRAGE,2
2026,2,AUDI,AUDI A7,2
2026,2,AUDI,AUDI S8,2
2026,2,AUSTIN,AUSTIN SEVEN,2
2026,2,CORVETTE,CORVETTE C6,2
2026,2,FIAT,FIAT 126,2
2026,2,FORD,FORD GRANADA,2
2026,2,FORD,FORD SIERRA,2
2026,2,FORD,FORD THUNDERBIRD,2
2026,2,HOLDEN,HOLDEN MODEL MISSING,2
2026,2,HONDA,HONDA NSX,2
2026,2,HUMMER,HUMMER H2,2
2026,2,LAMBORGHINI,LAMBORGHINI MURCIELAGO,2
2026,2,LANCIA,LANCIA DELTA,2
2026,2,MASERATI,MASERATI GHIBLI,2
2026,2,MASERATI,MASERATI SPYDER,2
2026,2,MAZDA,MAZDA 323,2
2026,2,MAZDA,MAZDA MPV,2
2026,2,MERCEDES,MERCEDES 300,2
2026,2,MERCEDES,MERCEDES 500,2
2026,2,MITSUBISHI,MITSUBISHI DELICA,2
2026,2,MORGAN,MORGAN 4/4,2
2026,2,MORGAN,MORGAN PLUS 6,2
2026,2,NISSAN,NISSAN 350,2
2026,2,OPEL,OPEL CORSA,2
2026,2,PEUGEOT,PEUGEOT 504,2
2026,2,PONTIAC,PONTIAC CATALINA,2
2026,2,RILEY,RILEY MODEL MISSING,2
2026,2,SAVIEM,SAVIEM MODEL MISSING,2
2026,2,TOYOTA,TOYOTA AVENSIS,2
2026,2,TRIUMPH,TRIUMPH TR3,2
2026,2,TRIUMPH,TRIUMPH TR4,2
2026,2,VOLKSWAGEN,VOLKSWAGEN SCIROCCO,2
2026,2,VOLVO,VOLVO 122,2
2026,2,MCLAREN,MCLAREN P1,2
2026,2,FISKER,FISKER OCEAN,1
2026,2,GWM,GWM ORA 03 PRO,1
2026,2,JAGUAR,JAGUAR I-PACE,1
2026,2,KGM,KGM TORRES,1
2026,2,MERCEDES,MERCEDES EQE CLASS,1
2026,2,MICROCAR,MICROCAR MODEL MISSING,1
2026,2,PEUGEOT,PEUGEOT 108,1
2026,2,TESLA,TESLA MODEL X,1
2026,2,TESLA,TESLA ROADSTER,1
2026,2,FORD,FORD ALLIED,1
2026,2,HYUNDAI,HYUNDAI I40,1
2026,2,HYUNDAI,HYUNDAI IX35,1
2026,2,KIA,KIA VENGA,1
2026,2,MAHINDRA,MAHINDRA MODEL MISSING,1
2026,2,MAXUS,MAXUS DELIVER,1
2026,2,MINI,MINI PACEMAN,1
2026,2,PEUGEOT,PEUGEOT 505,1
2026,2,SSANGYONG,SSANGYONG TIVOLI,1
2026,2,AEON,AEON MODEL MISSING,1
2026,2,CUPRA,CUPRA MODEL MISSING,1
2026,2,HONDA,HONDA CONCERTO,1
2026,2,HONDA,HONDA LEGEND,1
2026,2,LEXUS,LEXUS CT,1
2026,2,LEXUS,LEXUS RC,1
2026,2,OMODA,OMODA 9,1
2026,2,TOYOTA,TOYOTA CAMRY,1
2026,2,TOYOTA,TOYOTA HIGHLANDER,1
2026,2,TOYOTA,TOYOTA TOWNACE,1
2026,2,ABARTH,ABARTH MODEL MISSING,1
2026,2,ABARTH,ABARTH PUNTO,1
2026,2,ALFA ROMEO,ALFA ROMEO 147,1
2026,2,ALFA ROMEO,ALFA ROMEO BERLINA,1
2026,2,APIX ROTARY,APIX ROTARY MODEL MISSING,1
2026,2,ASTON MARTIN,ASTON MARTIN DB11,1
2026,2,ASTON MARTIN,ASTON MARTIN DB6,1
2026,2,ASTON MARTIN,ASTON MARTIN DB9,1
2026,2,ASTON MARTIN,ASTON MARTIN DBS,1
2026,2,ASTON MARTIN,ASTON MARTIN V8,1
2026,2,AUDI,AUDI RS4,1
2026,2,AUDI,AUDI TTS,1
2026,2,AUSTIN,AUSTIN 3 LITRE,1
2026,2,AUSTIN,AUSTIN MONTEGO,1
2026,2,BEDFORD,BEDFORD MODEL MISSING,1
2026,2,BLUROC,BLUROC MODEL MISSING,1
2026,2,BMW,BMW 1 SERIES M,1
2026,2,BMW,BMW 2000,1
2026,2,BMW,BMW 2002,1
2026,2,BMW,BMW 8 SERIES,1
2026,2,BMW,BMW ALPINA B10,1
2026,2,BMW,BMW ALPINA B3,1
2026,2,BMW,BMW M6,1
2026,2,BMW,BMW Z3,1
2026,2,BRISTOL,BRISTOL 406,1
2026,2,BUGATTI,BUGATTI MODEL MISSING,1
2026,2,BUICK,BUICK RIVIERA,1
2026,2,BUICK,BUICK SPECIAL,1
2026,2,CADILLAC,CADILLAC CTS,1
2026,2,CHAMP,CHAMP MODEL MISSING,1
2026,2,CHEVROLET,CHEVROLET CAMARO,1
2026,2,CHEVROLET GMC,CHEVROLET GMC IMPALA,1
2026,2,CHEVROLET GMC,CHEVROLET GMC MODEL MISSING,1
2026,2,CHRYSLER,CHRYSLER 300C,1
2026,2,CITROEN,CITROEN BX,1
2026,2,CITROEN,CITROEN C1,1
2026,2,CITROEN,CITROEN CX,1
2026,2,CITROEN,CITROEN D SUPER,1
2026,2,CITROEN,CITROEN DS21,1
2026,2,CITROEN,CITROEN DYANE,1
2026,2,CITROEN,CITROEN XANTIA,1
2026,2,CORVETTE,CORVETTE MODEL MISSING,1
2026,2,DAF,DAF MODEL MISSING,1
2026,2,DAIHATSU,DAIHATSU CHARADE,1
2026,2,DAIHATSU,DAIHATSU MIRA,1
2026,2,DAIMLER,DAIMLER 3.6,1
2026,2,DAIMLER,DAIMLER SOVEREIGN,1
2026,2,DATSUN,DATSUN 260,1
2026,2,DATSUN,DATSUN 280,1
2026,2,DATSUN,DATSUN 510,1
2026,2,EXPLORER,EXPLORER MODEL MISSING,1
2026,2,FERRARI,FERRARI 488,1
2026,2,FERRARI,FERRARI PORTOFINO,1
2026,2,FIAT,FIAT 124,1
2026,2,FIAT,FIAT 132,1
2026,2,FIAT,FIAT 850,1
2026,2,FIAT,FIAT BARCHETTA,1
2026,2,FORD,FORD B-MAX,1
2026,2,FORD,FORD CONSUL,1
2026,2,FORD,FORD ORION,1
2026,2,FORD,FORD TAURUS,1
2026,2,GENERAL MOTORS,GENERAL MOTORS MODEL MISSING,1
2026,2,GENESIS,GENESIS MODEL MISSING,1
2026,2,GORDON MURRAY,GORDON MURRAY MODEL MISSING,1
2026,2,GOUPIL,GOUPIL MODEL MISSING,1
2026,2,HONDA,HONDA S2000,1
2026,2,HUMMER,HUMMER H3,1
2026,2,HUMMER,HUMMER MODEL MISSING,1
2026,2,ISUZU,ISUZU MODEL MISSING,1
2026,2,JAGUAR,JAGUAR F-TYPE,1
2026,2,JENSEN,JENSEN JENSEN-HEALEY,1
2026,2,KARRIER,KARRIER MODEL MISSING,1
2026,2,KOENIGSEGG,KOENIGSEGG MODEL MISSING,1
2026,2,LANCIA,LANCIA BETA,1
2026,2,LANCIA,LANCIA FLAVIA,1
2026,2,LANCIA,LANCIA Y10,1
2026,2,LOTUS,LOTUS EXIGE,1
2026,2,MASERATI,MASERATI GT2 STRADALE S-A,1
2026,2,MASERATI,MASERATI MC20,1
2026,2,MASERATI,MASERATI MODEL MISSING,1
2026,2,MASERATI,MASERATI QUATTROPORTE,1
2026,2,MERCEDES,MERCEDES 450,1
2026,2,MERCEDES,MERCEDES 600,1
2026,2,MERCEDES,MERCEDES GL CLASS,1
2026,2,MERCEDES,MERCEDES R CLASS,1
2026,2,MERCEDES,MERCEDES SLK CLASS,1
2026,2,MERCEDES-BENZ,MERCEDES-BENZ SL CLASS,1
2026,2,MERCURY,MERCURY MODEL MISSING,1
2026,2,MG,MG A,1
2026,2,MG,MG B,1
2026,2,MG,MG METRO,1
2026,2,MG,MG MIDGET,1
2026,2,MG,MG ROADSTER,1
2026,2,MG,MG ZT,1
2026,2,MGB,MGB MODEL MISSING,1
2026,2,MITSUBISHI,MITSUBISHI ASX,1
2026,2,MK SPORTSCARS,MK SPORTSCARS MODEL MISSING,1
2026,2,MORGAN,MORGAN MODEL MISSING,1
2026,2,MORRIS,MORRIS COWLEY,1
2026,2,NISSAN,NISSAN 200,1
2026,2,NISSAN,NISSAN 300,1
2026,2,NISSAN,NISSAN PULSAR,1
2026,2,NSU,NSU MODEL MISSING,1
2026,2,OLDSMOBILE,OLDSMOBILE MODEL MISSING,1
2026,2,OMODA,OMODA 5 COMFORT AUTO,1
2026,2,OPEL,OPEL ASCONA,1
2026,2,OPEL,OPEL GT,1
2026,2,OPEL,OPEL KADETT,1
2026,2,OPEL,OPEL OLYMPIA,1
2026,2,OPEL,OPEL REKORD,1
2026,2,PEUGEOT,PEUGEOT 306,1
2026,2,PIAGGIO,PIAGGIO MODEL MISSING,1
2026,2,PLYMOUTH,PLYMOUTH MODEL MISSING,1
2026,2,PONTIAC,PONTIAC MODEL MISSING,1
2026,2,PORSCHE,PORSCHE 944,1
2026,2,PORSCHE,PORSCHE BOXSTER,1
2026,2,PORSCHE,PORSCHE CARRERA,1
2026,2,R-VISION,R-VISION MODEL MISSING,1
2026,2,RENAULT,RENAULT 14,1
2026,2,RENAULT,RENAULT 16,1
2026,2,RENAULT,RENAULT KANGOO,1
2026,2,RENAULT,RENAULT TWINGO,1
2026,2,ROVER,ROVER 600 SERIES,1
2026,2,ROVER,ROVER 75,1
2026,2,ROVER,ROVER 90,1
2026,2,ROVER,ROVER MODEL MISSING,1
2026,2,SAAB,SAAB 9-3,1
2026,2,SAAB,SAAB 95,1
2026,2,SKODA,SKODA CITIGO,1
2026,2,SMART,SMART FORTWO,1
2026,2,STEYR,STEYR MODEL MISSING,1
2026,2,SUBARU,SUBARU XV,1
2026,2,SUZUKI,SUZUKI BALENO,1
2026,2,SUZUKI,SUZUKI CAPPUCCINO,1
2026,2,SUZUKI,SUZUKI CARRY,1
2026,2,TALBOT,TALBOT MODEL MISSING,1
2026,2,TOYOTA,TOYOTA MARK II,1
2026,2,TOYOTA,TOYOTA VERSO,1
2026,2,TRIUMPH,TRIUMPH MODEL MISSING,1
2026,2,TRIUMPH,TRIUMPH TR5,1
2026,2,TRIUMPH,TRIUMPH TR6,1
2026,2,TRIUMPH,TRIUMPH TRIDENT,1
2026,2,TVR,TVR MODEL MISSING,1
2026,2,VAUXHALL,VAUXHALL ADAM,1
2026,2,VAUXHALL,VAUXHALL CALIBRA,1
2026,2,VAUXHALL,VAUXHALL INSIGNIA,1
2026,2,VOLGA,VOLGA MODEL MISSING,1
2026,2,VOLKSWAGEN,VOLKSWAGEN 181,1
2026,2,VOLKSWAGEN,VOLKSWAGEN AMAROK,1
2026,2,VOLKSWAGEN,VOLKSWAGEN EOS,1
2026,2,VOLKSWAGEN,VOLKSWAGEN K 70,1
2026,2,VOLVO,VOLVO 360,1
2026,2,VOLVO,VOLVO 940,1
2026,2,VOLVO,VOLVO P1800,1
2026,2,VOLVO,VOLVO S70,1
2026,2,WACKER NEUSON,WACKER NEUSON MODEL MISSING,1
2026,2,WARTBURG,WARTBURG TOURIST,1
2026,2,WESTFIELD,WESTFIELD MODEL MISSING,1
2026,2,WOLSELEY,WOLSELEY 6/110,1
2026,2,YUAN,YUAN MODEL MISSING,1
2026,2,ZURN HARVESTING,ZURN HARVESTING MODEL MISSING,1
2026,2,DS,DS DS7,1
