year,month,brand,model,count
2025,4,VOLKSWAGEN,ID. BUZZ PRO LR 210 KW,26
2025,4,RENAULT,CLIO (E-TECH HYBRID),25
2025,4,SMART,#1,25
2025,4,MINI,COUNTRYMAN SE ALL4,25
2025,4,DS,DS7,25
2025,4,AUDI,A6 AVANT 50 TFSI E,24
2025,4,XPENG,G9,24
2025,4,MAZDA,MAZDA3,24
2025,4,PORSCHE,CAYENNE S E-HYBRID,24
2025,4,AUDI,SQ6 SUV E-TRON,24
2025,4,ALPINE,A290,24
2025,4,VOLKSWAGEN,ID.3 PURE 125 KW,23
2025,4,MINI,JCW,23
2025,4,LEXUS,LEXUS LBX,23
2025,4,PORSCHE,MACAN,23
2025,4,MERCEDES-BENZ,B 200 D,22
2025,4,MERCEDES-BENZ,B 250 E,22
2025,4,BMW,318I,22
2025,4,HONDA,HR-V,22
2025,4,AUDI,A6 AV E-TRON QUATTRO,22
2025,4,MERCEDES-BENZ,AMG GLE 53 HYBRID,21
2025,4,ALFA ROMEO,TONALE,21
2025,4,JEEP,RENEGADE,21
2025,4,AUDI,Q7 55 TFSI E,20
2025,4,AUDI,Q3 SPORTBACK,20
2025,4,BMW,IX3,20
2025,4,NISSAN,NISSAN X-TRAIL,19
2025,4,WEINSBERG,R57,19
2025,4,SEAT,ARONA,19
2025,4,BMW,225E XDRIVE ACTIVE TOURER,18
2025,4,MERCEDES-BENZ,CLE 300 E,17
2025,4,LEXUS,LEXUS NX450H+,17
2025,4,VOLKSWAGEN,TOUAREG R,17
2025,4,BMW,420I,17
2025,4,CUPRA,CUPRA LEON SP E-HYBRID200,17
2025,4,MAZDA,MAZDA CX-80,17
2025,4,ADRIA,COMPACT DL,17
2025,4,CUPRA,CUPRA LEON E-HYBRID150,17
2025,4,ADRIA,TWIN 640SLB,17
2025,4,SEAT,SEAT LEON,16
2025,4,OPEL,VIVARO,16
2025,4,BMW,X5 M60I XDRIVE,16
2025,4,BMW,XM 50E,16
2025,4,MG,MG CYBERSTER,16
2025,4,MINI,COUNTRYMAN S ALL4,15
2025,4,DS,DS4,15
2025,4,BMW,Z4 M40I,15
2025,4,VOLKSWAGEN,ID.3 PRO S 150 KW,15
2025,4,CUPRA,FORMENTOR,15
2025,4,BMW,330E XDRIVE,14
2025,4,CITROEN,JUMPY,14
2025,4,PORSCHE,MACAN 4S,14
2025,4,PORSCHE,PANAMERA 4 E-HYBRID,14
2025,4,LANCIA,YPSILON,13
2025,4,CUPRA,BORN 170 KW 77/82 KWH,13
2025,4,PORSCHE,MACAN TURBO,13
2025,4,MERCEDES-BENZ,C 180,13
2025,4,SEAT,SEAT LEON SP,13
2025,4,WEINSBERG,R47,13
2025,4,KIA,PROCEED,13
2025,4,ADRIA,CORAL 650DL,13
2025,4,LYNK&CO,LYNK & CO 02,13
2025,4,DONGFENG,BOX,13
2025,4,SKODA,ENYAQ 60,12
2025,4,MERCEDES-BENZ,GLA 180,12
2025,4,MERCEDES-BENZ,EQV,12
2025,4,POESSL,SUMMIT 600,12
2025,4,HONDA,JAZZ,12
2025,4,BMW,X3 M50 XDRIVE,12
2025,4,AUDI,A3 ALLSTREET PHEV 150,12
2025,4,ABARTH,600E,12
2025,4,MAZDA,MAZDA CX-5,11
2025,4,BMW,M440I XDRIVE,11
2025,4,VOLKSWAGEN,ID. BUZZ PRO KR 210 KW,11
2025,4,BMW,IX1 XDRIVE30,11
2025,4,RENAULT,RENAULT 4 E-TECH ELECTRIC,11
2025,4,TOYOTA,TOYOTA PRIUS PHEV,11
2025,4,BYD,BYD DOLPHIN,11
2025,4,BMW,530E XDRIVE,11
2025,4,MERCEDES-BENZ,AMG GLE 53 HYBRID COUPE,11
2025,4,AUDI,Q5 50 TFSI E,10
2025,4,AUDI,A8,10
2025,4,AUDI,Q3,10
2025,4,BYD,BYD ATTO 2,10
2025,4,AUDI,A5 LIMOUSINE,10
2025,4,AUDI,S5 AVANT,10
2025,4,MERCEDES-BENZ,CLE 200,10
2025,4,PORSCHE,911 CARRERA GTS,10
2025,4,SUZUKI,SUZUKI SX4,10
2025,4,MERCEDES-BENZ,G 580,10
2025,4,MERCEDES-BENZ,EQE 350+,10
2025,4,LEXUS,LEXUS RZ300E,10
2025,4,DETHLEFFS,KW 601,9
2025,4,BMW,123 XDRIVE,9
2025,4,MERCEDES-BENZ,GLC 400 E 4MATIC,9
2025,4,BMW,I4 XDRIVE40,9
2025,4,MERCEDES-BENZ,B 180,9
2025,4,PORSCHE,911 CARRERA 4 GTS,9
2025,4,BENTLEY,CONTINENTAL GT SPEED,9
2025,4,PORSCHE,CAYENNE TURBO E-HYBRID,9
2025,4,BMW,320I,9
2025,4,AUDI,A1 ALLSTREET,9
2025,4,MAZDA,MAZDA MX-30,9
2025,4,AUDI,A3 ALLSTREET,9
2025,4,BMW,116,9
2025,4,FORD,TOURNEO CUSTOM,9
2025,4,NISSAN,NISSAN LEAF 40KWH,9
2025,4,ADRIA,MATRIX 670SL,9
2025,4,BMW,I5 XDRIVE40,8
2025,4,BMW,M760E XDRIVE,8
2025,4,VOLKSWAGEN,ID.5 PRO 210KW,8
2025,4,CAPRON,CVE 640,8
2025,4,DETHLEFFS,TREND T 7057 DBL/EBL,8
2025,4,BMW,430I XDRIVE,8
2025,4,POESSL,SUMMIT 640,8
2025,4,VOLKSWAGEN,ID.7 PRO,8
2025,4,MERCEDES-BENZ,GLB 200,8
2025,4,VOLVO,C40,8
2025,4,VOLKSWAGEN,CRAFTER,8
2025,4,AUDI,S6 AV E-TRON,8
2025,4,SEAT,SEAT LEON E-HYBRID150,7
2025,4,MERCEDES-BENZ,CLE 180,7
2025,4,KIA,XCEED,7
2025,4,KNAUS,R05,7
2025,4,PORSCHE,TAYCAN,7
2025,4,JAECOO,JAECOO7 PHEV,7
2025,4,CITROEN,C5 X,7
2025,4,MERCEDES-BENZ,VITO TOURER,7
